asset_id,hostname,classe,tipo_ativo,fabricante_hw,modelo_hw,so_vendor,so_produto,so_versao,so_versao_norm,app_vendor,app_produto,app_versao,app_versao_norm,ip_address,criticidade,ambiente,status,departamento_ou_aplicacao_hospedada,localizacao_ou_hospedagem,responsavel_ou_equipe_ti,data_aquisicao,ultimo_inventario
ASSET-0160,SRVWEB-LNX-027,Servidor,Servidor Web,Supermicro,SuperServer 2029P,Linux,Linux,5.15.80,5.15.80,SAP_SE,SAP NetWeaver Application Server for ABAP,SAP_BASIS 740,740,10.1.1.95,ALTA,Produção,Ativo,Portal do Cliente,Cloud - AWS,Infraestrutura N3,2021-06-14,2025-12-05
ASSET-0161,SRVWEB-LNX-028,Servidor,Servidor Web,Lenovo,ThinkSystem SR630,Microsoft,Windows Server 2022,10.0.20348.0,10.0.20348.0,IBM,Db2,11.5.10,11.5.10,10.1.1.150,MÉDIA,Produção,Ativo,Site Institucional,Cloud - GCP,Infraestrutura N3,2022-04-07,2024-05-31
ASSET-0162,SRVWEB-LNX-029,Servidor,Servidor Web,Supermicro,SuperServer 1029P,Microsoft,Windows Server 2025,10.0.26100.4000,10.0.26100.4000,Oracle Corporation,MySQL Server,8.0.41,8.0.41,10.1.1.81,ALTA,Produção,Ativo,Site Institucional,On-Premise,Suporte N3 - Web,2023-08-18,2025-09-18
ASSET-0163,SRVWEB-LNX-030,Servidor,Servidor Web,Dell,PowerEdge R540,Red Hat,Red Hat Enterprise Linux 8,8.10,8.10,Juniper Networks,Junos OS,23.4R2,23.4.2,10.1.1.144,ALTA,Homologação,Ativo,Site Institucional,Cloud - Azure,Infraestrutura N3,2021-07-09,2024-06-26
ASSET-0164,SRVWEB-LNX-031,Servidor,Servidor Web,Supermicro,SuperServer 2029P,Red Hat,Red Hat Enterprise Linux 8,8.0,8.0,,,,,10.1.1.157,MÉDIA,Desenvolvimento,Ativo,Portal do Cliente,Cloud - GCP,Suporte N3 - Web,2021-05-07,2024-08-18
ASSET-0165,SRVWEB-LNX-032,Servidor,Servidor Web,IBM,Power S1022,Linux,Linux,6.1.130,6.1.130,Cisco,Cisco IOS XE Software,17.12.1,17.12.1,10.1.1.90,MÉDIA,Desenvolvimento,Ativo,API REST Pública,On-Premise,Suporte N3 - Web,2021-03-24,2024-05-04
ASSET-0166,SRVWEB-LNX-033,Servidor,Servidor Web,Lenovo,ThinkSystem SR630,Red Hat,Red Hat Enterprise Linux 9,9.0,9.0,,,,,10.1.1.74,BAIXA,Produção,Descomissionado,Site Institucional,On-Premise,Infraestrutura N3,2020-11-16,2025-05-05
ASSET-0167,SRVWEB-LNX-034,Servidor,Servidor Web,Supermicro,SuperServer 2029P,Microsoft,Windows Server 2025,10.0.26100.0,10.0.26100.0,Oracle Corporation,Oracle Java SE,17.0.15,17.0.15,10.1.1.158,MÉDIA,Produção,Ativo,Portal do Cliente,On-Premise,Infraestrutura N3,2023-12-16,2024-08-19
ASSET-0168,SRVWEB-LNX-035,Servidor,Servidor Web,Dell,PowerEdge R650,Microsoft,Windows Server 2025,10.0.26100.4000,10.0.26100.4000,Oracle Corporation,MySQL Server,8.0.41,8.0.41,10.1.1.26,MÉDIA,Produção,Descomissionado,Portal do Cliente,Cloud - GCP,Suporte N3 - Web,2019-10-09,2025-02-20
ASSET-0169,SRVWEB-LNX-036,Servidor,Servidor Web,HPE,ProLiant DL360 Gen10,Red Hat,Red Hat Enterprise Linux 8,8.10,8.10,SAP_SE,SAP NetWeaver Application Server for ABAP,SAP_BASIS 750,750,10.1.1.233,MÉDIA,Homologação,Ativo,Portal do Cliente,On-Premise,Infraestrutura N3,2018-06-02,2024-06-28
ASSET-0170,SRVWEB-LNX-037,Servidor,Servidor Web,HPE,ProLiant DL380 Gen10,Red Hat,Red Hat Enterprise Linux 9,9.4,9.4,,,,,10.1.1.240,MÉDIA,Desenvolvimento,Ativo,API REST Pública,Cloud - AWS,Infraestrutura N3,2018-06-03,2024-01-10
ASSET-0171,SRVWEB-LNX-038,Servidor,Servidor Web,Supermicro,SuperServer 1029P,Linux,Linux,6.1.130,6.1.130,IBM,Db2,11.5.0,11.5.0,10.1.1.254,MÉDIA,Produção,Em manutenção,Portal do Cliente,On-Premise,Suporte N3 - Web,2019-07-04,2025-05-31
ASSET-0172,SRVWEB-LNX-039,Servidor,Servidor Web,HPE,ProLiant DL380 Gen10,Red Hat,Red Hat Enterprise Linux 8,8.0,8.0,Oracle Corporation,Oracle Java SE,8u451,8.0.451,10.1.1.166,ALTA,Produção,Ativo,Portal do Cliente,On-Premise,Suporte N3 - Web,2021-04-23,2025-08-04
ASSET-0173,SRVWEB-LNX-040,Servidor,Servidor Web,Supermicro,SuperServer 2029P,Microsoft,Windows Server 2025,10.0.26100.0,10.0.26100.0,Oracle Corporation,Oracle Java SE,17.0.13,17.0.13,10.1.1.23,ALTA,Produção,Descomissionado,API REST Pública,Cloud - Azure,Suporte N3 - Web,2023-05-10,2024-11-27
ASSET-0174,SRVAPP-LNX-001,Servidor,Servidor de Aplicação,IBM,FlexSystem x240 M5,Microsoft,Windows Server 2025,10.0.26100.4000,10.0.26100.4000,Oracle Corporation,MySQL Server,8.0.20,8.0.20,10.1.2.245,ALTA,Homologação,Ativo,CRM Salesforce,Cloud - AWS,Suporte N3 - Aplicações,2020-12-07,2025-10-31
ASSET-0175,SRVAPP-LNX-002,Servidor,Servidor de Aplicação,HPE,ProLiant DL380 Gen10,Linux,Linux,5.15.170,5.15.170,curl,curl,8.4.0,8.4.0,10.1.2.79,ALTA,Homologação,Descomissionado,BI / Analytics,On-Premise,Suporte N3 - Aplicações,2021-06-27,2025-12-07
ASSET-0176,SRVAPP-LNX-003,Servidor,Servidor de Aplicação,IBM,FlexSystem x240 M5,Microsoft,Windows Server 2019,10.0.17763.0,10.0.17763.0,Adobe,ColdFusion,2023.0,2023.0,10.1.2.246,CRÍTICA,Produção,Ativo,Sistema Financeiro,On-Premise,Infraestrutura N3,2024-10-17,2025-01-17
ASSET-0177,SRVAPP-LNX-004,Servidor,Servidor de Aplicação,Supermicro,SuperServer 2029P,Red Hat,Red Hat Enterprise Linux 9,9.4,9.4,curl,curl,8.4.0,8.4.0,10.1.2.196,ALTA,Homologação,Em manutenção,Sistema Financeiro,Cloud - GCP,Infraestrutura N3,2018-12-02,2025-06-22
ASSET-0178,SRVAPP-LNX-005,Servidor,Servidor de Aplicação,IBM,Power S1022,Red Hat,Red Hat Enterprise Linux 8,8.0,8.0,SAP_SE,SAP NetWeaver Application Server for ABAP,SAP_BASIS 740,740,10.1.2.213,MÉDIA,Produção,Ativo,Sistema Financeiro,On-Premise,Infraestrutura N3,2019-09-06,2024-06-17
ASSET-0179,SRVAPP-LNX-006,Servidor,Servidor de Aplicação,Supermicro,SuperServer 2029P,Linux,Linux,5.15.80,5.15.80,Juniper Networks,Junos OS,23.4R2,23.4.2,10.1.2.184,MÉDIA,Produção,Ativo,ERP SAP,Cloud - GCP,Infraestrutura N3,2018-08-16,2025-04-09
ASSET-0180,SRVAPP-LNX-007,Servidor,Servidor de Aplicação,Lenovo,ThinkSystem SR630,Microsoft,Windows Server 2019,10.0.17763.5000,10.0.17763.5000,SAP_SE,SAP NetWeaver Application Server for ABAP,SAP_BASIS 740,740,10.1.2.173,BAIXA,Homologação,Ativo,Sistema Financeiro,On-Premise,Suporte N3 - Aplicações,2018-01-13,2024-08-11
ASSET-0181,SRVAPP-LNX-008,Servidor,Servidor de Aplicação,Lenovo,ThinkSystem SR630,Microsoft,Windows Server 2022,10.0.20348.4300,10.0.20348.4300,Oracle Corporation,MySQL Server,8.0.41,8.0.41,10.1.2.240,BAIXA,Desenvolvimento,Ativo,BI / Analytics,On-Premise,Infraestrutura N3,2021-03-21,2025-02-22
ASSET-0182,SRVAPP-LNX-009,Servidor,Servidor de Aplicação,HPE,ProLiant DL360 Gen10,Microsoft,Windows Server 2019,10.0.17763.7500,10.0.17763.7500,Cisco,Cisco IOS XE Software,17.12.1,17.12.1,10.1.2.223,BAIXA,Produção,Ativo,Portal Corporativo,Cloud - AWS,Suporte N3 - Aplicações,2024-01-18,2024-05-16
ASSET-0183,SRVAPP-LNX-010,Servidor,Servidor de Aplicação,HPE,ProLiant DL360 Gen10,Linux,Linux,5.15.170,5.15.170,Oracle Corporation,Oracle Java SE,11.0.25,11.0.25,10.1.2.214,CRÍTICA,Produção,Ativo,Sistema Financeiro,On-Premise,Infraestrutura N3,2024-02-09,2025-03-10
ASSET-0184,SRVAPP-LNX-011,Servidor,Servidor de Aplicação,HPE,ProLiant DL380 Gen10,Red Hat,Red Hat Enterprise Linux 9,9.0,9.0,Juniper Networks,Junos OS,22.4,22.4,10.1.2.71,ALTA,Desenvolvimento,Ativo,API Gateway,On-Premise,Infraestrutura N3,2018-05-12,2025-11-07
ASSET-0185,SRVAPP-LNX-012,Servidor,Servidor de Aplicação,Dell,PowerEdge R750,Red Hat,Red Hat Enterprise Linux 9,9.4,9.4,IBM,Db2,11.5.10,11.5.10,10.1.2.153,CRÍTICA,Homologação,Ativo,CRM Salesforce,On-Premise,Infraestrutura N3,2018-07-19,2024-09-07
ASSET-0186,SRVAPP-LNX-013,Servidor,Servidor de Aplicação,Lenovo,ThinkSystem SR650,Microsoft,Windows Server 2022,10.0.20348.2700,10.0.20348.2700,Fortinet,FortiOS,7.2.12,7.2.12,10.1.2.36,MÉDIA,Produção,Em manutenção,Sistema Financeiro,On-Premise,Infraestrutura N3,2024-06-17,2024-11-22
ASSET-0187,SRVAPP-LNX-014,Servidor,Servidor de Aplicação,IBM,Power S1022,Linux,Linux,5.15.80,5.15.80,Oracle Corporation,Oracle Java SE,8u431,8.0.431,10.1.2.106,ALTA,Produção,Descomissionado,BI / Analytics,Cloud - Azure,Infraestrutura N3,2019-12-19,2025-10-03
ASSET-0188,SRVAPP-LNX-015,Servidor,Servidor de Aplicação,Lenovo,ThinkSystem SR650,Red Hat,Red Hat Enterprise Linux 9,9.4,9.4,SAP_SE,SAP NetWeaver Application Server ABAP,SAP_BASIS 731,731,10.1.2.202,MÉDIA,Homologação,Ativo,Portal Corporativo,Cloud - GCP,Suporte N3 - Aplicações,2021-05-13,2025-01-20
ASSET-0189,SRVAPP-LNX-016,Servidor,Servidor de Aplicação,Supermicro,SuperServer 2029P,Microsoft,Windows Server 2019,10.0.17763.7500,10.0.17763.7500,Cisco,Cisco IOS XE Software,17.12.1,17.12.1,10.1.2.220,MÉDIA,Desenvolvimento,Em manutenção,CRM Salesforce,On-Premise,Suporte N3 - Aplicações,2024-04-22,2025-02-26
ASSET-0190,SRVAPP-LNX-017,Servidor,Servidor de Aplicação,Supermicro,SuperServer 1029P,Red Hat,Red Hat Enterprise Linux 9,9.4,9.4,SAP_SE,SAP NetWeaver Application Server ABAP,SAP_BASIS 731,731,10.1.2.53,ALTA,Produção,Ativo,API Gateway,On-Premise,Suporte N3 - Aplicações,2022-02-28,2024-04-04
ASSET-0191,SRVAPP-LNX-018,Servidor,Servidor de Aplicação,IBM,FlexSystem x240 M5,Microsoft,Windows Server 2025,10.0.26100.0,10.0.26100.0,Oracle Corporation,MySQL Server,8.0.41,8.0.41,10.1.2.224,CRÍTICA,Desenvolvimento,Ativo,BI / Analytics,Cloud - Azure,Infraestrutura N3,2024-04-08,2024-08-10
ASSET-0192,SRVAPP-LNX-019,Servidor,Servidor de Aplicação,IBM,FlexSystem x240 M5,Red Hat,Red Hat Enterprise Linux 8,8.10,8.10,Oracle Corporation,Oracle Java SE,17.0.15,17.0.15,10.1.2.247,MÉDIA,Homologação,Ativo,ERP SAP,On-Premise,Infraestrutura N3,2020-09-20,2025-12-13
ASSET-0193,SRVAPP-LNX-020,Servidor,Servidor de Aplicação,HPE,ProLiant DL360 Gen10,Microsoft,Windows Server 2025,10.0.26100.0,10.0.26100.0,Fortinet,FortiOS,7.2.12,7.2.12,10.1.2.137,MÉDIA,Produção,Ativo,Portal Corporativo,Cloud - AWS,Suporte N3 - Aplicações,2023-07-30,2025-04-22
ASSET-0194,SRVAPP-LNX-021,Servidor,Servidor de Aplicação,Lenovo,ThinkSystem SR630,Microsoft,Windows Server 2019,10.0.17763.0,10.0.17763.0,Cisco,Cisco IOS XE Software,17.13.1,17.13.1,10.1.2.106,CRÍTICA,Desenvolvimento,Ativo,CRM Salesforce,On-Premise,Suporte N3 - Aplicações,2018-03-08,2024-09-24
ASSET-0195,SRVAPP-LNX-022,Servidor,Servidor de Aplicação,HPE,ProLiant DL380 Gen10,Red Hat,Red Hat Enterprise Linux 9,9.4,9.4,Fortinet,FortiOS,7.4.0,7.4.0,10.1.2.146,BAIXA,Produção,Ativo,Portal Corporativo,On-Premise,Suporte N3 - Aplicações,2021-10-14,2024-09-20
ASSET-0196,SRVAPP-LNX-023,Servidor,Servidor de Aplicação,Lenovo,ThinkSystem SR630,Red Hat,Red Hat Enterprise Linux 8,8.10,8.10,curl,curl,8.11.1,8.11.1,10.1.2.44,CRÍTICA,Produção,Ativo,CRM Salesforce,Cloud - GCP,Suporte N3 - Aplicações,2024-01-30,2025-10-19
ASSET-0197,SRVAPP-LNX-024,Servidor,Servidor de Aplicação,Dell,PowerEdge R750,Microsoft,Windows Server 2022,10.0.20348.2700,10.0.20348.2700,SAP_SE,SAP NetWeaver Application Server for ABAP,SAP_BASIS 740,740,10.1.2.106,CRÍTICA,Homologação,Ativo,BI / Analytics,On-Premise,Infraestrutura N3,2019-09-11,2024-01-10
ASSET-0198,SRVAPP-LNX-025,Servidor,Servidor de Aplicação,Lenovo,ThinkSystem SR630,Microsoft,Windows Server 2025,10.0.26100.0,10.0.26100.0,SAP_SE,SAP NetWeaver Application Server for ABAP,SAP_BASIS 740,740,10.1.2.169,MÉDIA,Produção,Ativo,ERP SAP,Cloud - Azure,Suporte N3 - Aplicações,2018-02-18,2024-01-18
ASSET-0199,SRVAPP-LNX-026,Servidor,Servidor de Aplicação,IBM,FlexSystem x240 M5,Red Hat,Red Hat Enterprise Linux 7,7.0,7.0,curl,curl,8.11.1,8.11.1,10.1.2.207,BAIXA,Produção,Em manutenção,ERP SAP,Cloud - Azure,Suporte N3 - Aplicações,2023-11-18,2024-06-01
ASSET-0200,SRVAPP-LNX-027,Servidor,Servidor de Aplicação,Supermicro,SuperServer 2029P,Microsoft,Windows Server 2025,10.0.26100.4000,10.0.26100.4000,Oracle Corporation,Oracle Java SE,17.0.15,17.0.15,10.1.2.21,ALTA,Produção,Ativo,Portal Corporativo,On-Premise,Suporte N3 - Aplicações,2020-07-14,2024-11-03
ASSET-0201,SRVAPP-LNX-028,Servidor,Servidor de Aplicação,Dell,PowerEdge R750,Microsoft,Windows Server 2022,10.0.20348.4300,10.0.20348.4300,Adobe,ColdFusion,2023.0,2023.0,10.1.2.142,MÉDIA,Homologação,Ativo,API Gateway,Cloud - AWS,Suporte N3 - Aplicações,2018-12-05,2025-05-26
ASSET-0202,SRVAPP-LNX-029,Servidor,Servidor de Aplicação,IBM,Power S1022,Red Hat,Red Hat Enterprise Linux 9,9.4,9.4,Adobe,ColdFusion,2023.0,2023.0,10.1.2.55,BAIXA,Homologação,Ativo,Sistema Financeiro,On-Premise,Infraestrutura N3,2021-01-15,2024-02-17
ASSET-0203,SRVAPP-LNX-030,Servidor,Servidor de Aplicação,IBM,Power S1022,Microsoft,Windows Server 2022,10.0.20348.4300,10.0.20348.4300,Adobe,ColdFusion,2025.1,2025.1,10.1.2.247,ALTA,Produção,Em manutenção,CRM Salesforce,On-Premise,Infraestrutura N3,2022-06-20,2024-03-19
ASSET-0204,SRVAPP-LNX-031,Servidor,Servidor de Aplicação,Supermicro,SuperServer 1029P,Linux,Linux,6.1.130,6.1.130,Oracle Corporation,Oracle Java SE,17.0.13,17.0.13,10.1.2.99,MÉDIA,Produção,Descomissionado,Sistema Financeiro,Cloud - AWS,Suporte N3 - Aplicações,2018-11-18,2025-05-27
ASSET-0205,SRVAPP-LNX-032,Servidor,Servidor de Aplicação,Dell,PowerEdge R650,Linux,Linux,5.15.170,5.15.170,Oracle Corporation,MySQL Server,8.0.41,8.0.41,10.1.2.155,MÉDIA,Desenvolvimento,Ativo,CRM Salesforce,On-Premise,Suporte N3 - Aplicações,2021-08-29,2024-01-31
ASSET-0206,SRVAPP-LNX-033,Servidor,Servidor de Aplicação,Lenovo,ThinkSystem SR630,Linux,Linux,6.1.100,6.1.100,Cisco,Cisco IOS XE Software,17.13.1,17.13.1,10.1.2.111,ALTA,Homologação,Ativo,CRM Salesforce,On-Premise,Suporte N3 - Aplicações,2024-12-08,2024-10-29
ASSET-0207,SRVAPP-LNX-034,Servidor,Servidor de Aplicação,Dell,PowerEdge R750,Microsoft,Windows Server 2025,10.0.26100.4000,10.0.26100.4000,curl,curl,8.4.0,8.4.0,10.1.2.183,MÉDIA,Produção,Ativo,Portal Corporativo,On-Premise,Suporte N3 - Aplicações,2022-01-17,2024-04-19
ASSET-0208,SRVAPP-LNX-035,Servidor,Servidor de Aplicação,IBM,FlexSystem x240 M5,Microsoft,Windows Server 2022,10.0.20348.4300,10.0.20348.4300,Oracle Corporation,MySQL Server,8.0.20,8.0.20,10.1.2.34,CRÍTICA,Produção,Ativo,Portal Corporativo,On-Premise,Infraestrutura N3,2023-09-30,2025-02-21
ASSET-0209,SRVDB-LNX-001,Servidor,Servidor de Banco de Dados,Dell,PowerEdge R650,Microsoft,Windows Server 2019,10.0.17763.0,10.0.17763.0,Oracle Corporation,MySQL Server,8.0.20,8.0.20,10.1.3.222,ALTA,Produção,Ativo,BD Financeiro,Cloud - Azure,Infraestrutura N3,2018-12-13,2025-07-26
ASSET-0210,SRVDB-LNX-002,Servidor,Servidor de Banco de Dados,Supermicro,SuperServer 1029P,Microsoft,Windows Server 2025,10.0.26100.4000,10.0.26100.4000,IBM,Db2,11.5.0,11.5.0,10.1.3.69,ALTA,Produção,Ativo,BD Operacional,On-Premise,Time de DBAs,2022-11-16,2024-10-09
ASSET-0211,SRVDB-LNX-003,Servidor,Servidor de Banco de Dados,Lenovo,ThinkSystem SR650,Red Hat,Red Hat Enterprise Linux 9,9.4,9.4,Fortinet,FortiOS,7.4.0,7.4.0,10.1.3.185,MÉDIA,Homologação,Ativo,BD Analítico (DW),On-Premise,Time de DBAs,2019-03-15,2024-05-18
ASSET-0212,SRVDB-LNX-004,Servidor,Servidor de Banco de Dados,Lenovo,ThinkSystem SR630,Linux,Linux,6.1.130,6.1.130,Oracle Corporation,MySQL Server,8.0.20,8.0.20,10.1.3.86,ALTA,Desenvolvimento,Ativo,BD Operacional,On-Premise,Infraestrutura N3,2024-08-31,2024-05-19
ASSET-0213,SRVDB-LNX-005,Servidor,Servidor de Banco de Dados,Supermicro,SuperServer 1029P,Linux,Linux,6.1.130,6.1.130,Fortinet,FortiOS,7.4.6,7.4.6,10.1.3.247,ALTA,Produção,Ativo,BD Operacional,On-Premise,Time de DBAs,2023-07-05,2025-08-12
ASSET-0214,SRVDB-LNX-006,Servidor,Servidor de Banco de Dados,Lenovo,ThinkSystem SR630,Microsoft,Windows Server 2025,10.0.26100.4000,10.0.26100.4000,Fortinet,FortiOS,7.4.6,7.4.6,10.1.3.239,MÉDIA,Homologação,Ativo,BD Operacional,On-Premise,Time de DBAs,2024-03-03,2024-01-28
ASSET-0215,SRVDB-LNX-007,Servidor,Servidor de Banco de Dados,HPE,ProLiant DL360 Gen10,Red Hat,Red Hat Enterprise Linux 8,8.0,8.0,curl,curl,8.4.0,8.4.0,10.1.3.210,BAIXA,Homologação,Ativo,BD Analítico (DW),Cloud - GCP,Time de DBAs,2019-07-25,2025-10-10
ASSET-0216,SRVDB-LNX-008,Servidor,Servidor de Banco de Dados,IBM,Power S1022,Linux,Linux,6.1.130,6.1.130,Oracle Corporation,Oracle Java SE,8u431,8.0.431,10.1.3.115,BAIXA,Produção,Ativo,BD Operacional,Cloud - AWS,Time de DBAs,2023-09-07,2025-12-09
ASSET-0217,SRVDB-LNX-009,Servidor,Servidor de Banco de Dados,Dell,PowerEdge R650,Red Hat,Red Hat Enterprise Linux 9,9.4,9.4,SAP_SE,SAP NetWeaver Application Server ABAP,SAP_BASIS 731,731,10.1.3.169,MÉDIA,Produção,Ativo,BD Financeiro,On-Premise,Time de DBAs,2024-04-25,2025-10-22
ASSET-0218,SRVDB-LNX-010,Servidor,Servidor de Banco de Dados,IBM,FlexSystem x240 M5,Red Hat,Red Hat Enterprise Linux 9,9.0,9.0,Cisco,Cisco IOS XE Software,17.12.1,17.12.1,10.1.3.67,ALTA,Homologação,Ativo,BD Financeiro,On-Premise,Time de DBAs,2024-06-14,2024-08-14
ASSET-0219,SRVDB-LNX-011,Servidor,Servidor de Banco de Dados,Lenovo,ThinkSystem SR630,Red Hat,Red Hat Enterprise Linux 8,8.0,8.0,Fortinet,FortiOS,7.2.0,7.2.0,10.1.3.124,CRÍTICA,Produção,Descomissionado,BD do ERP,On-Premise,Time de DBAs,2019-04-21,2024-05-25
ASSET-0220,SRVDB-LNX-012,Servidor,Servidor de Banco de Dados,IBM,FlexSystem x240 M5,Linux,Linux,5.15.170,5.15.170,Fortinet,FortiOS,7.4.0,7.4.0,10.1.3.90,MÉDIA,Produção,Ativo,BD do ERP,Cloud - Azure,Infraestrutura N3,2021-07-30,2024-03-09
ASSET-0221,SRVDB-LNX-013,Servidor,Servidor de Banco de Dados,Dell,PowerEdge R750,Linux,Linux,6.1.130,6.1.130,Oracle Corporation,MySQL Server,8.0.41,8.0.41,10.1.3.174,BAIXA,Desenvolvimento,Ativo,BD Analítico (DW),Cloud - GCP,Time de DBAs,2023-10-15,2024-06-27
ASSET-0222,SRVDB-LNX-014,Servidor,Servidor de Banco de Dados,Supermicro,SuperServer 2029P,Microsoft,Windows Server 2019,10.0.17763.7500,10.0.17763.7500,Fortinet,FortiOS,7.4.6,7.4.6,10.1.3.162,ALTA,Homologação,Ativo,BD Operacional,On-Premise,Infraestrutura N3,2018-04-30,2025-09-20
ASSET-0223,SRVDB-LNX-015,Servidor,Servidor de Banco de Dados,Supermicro,SuperServer 2029P,Microsoft,Windows Server 2025,10.0.26100.0,10.0.26100.0,Fortinet,FortiWeb,7.4.7,7.4.7,10.1.3.53,ALTA,Homologação,Ativo,BD Operacional,On-Premise,Time de DBAs,2024-06-22,2024-04-14
ASSET-0224,SRVDB-LNX-016,Servidor,Servidor de Banco de Dados,IBM,Power S1022,Microsoft,Windows Server 2019,10.0.17763.7500,10.0.17763.7500,Fortinet,FortiOS,7.2.0,7.2.0,10.1.3.172,BAIXA,Produção,Ativo,BD Operacional,On-Premise,Infraestrutura N3,2024-09-11,2025-02-01
ASSET-0225,SRVDB-LNX-017,Servidor,Servidor de Banco de Dados,Dell,PowerEdge R650,Red Hat,Red Hat Enterprise Linux 9,9.0,9.0,IBM,Db2,11.5.0,11.5.0,10.1.3.209,MÉDIA,Desenvolvimento,Em manutenção,BD Analítico (DW),Cloud - AWS,Time de DBAs,2024-08-14,2024-03-27
ASSET-0226,SRVDB-LNX-018,Servidor,Servidor de Banco de Dados,Dell,PowerEdge R750,Microsoft,Windows Server 2019,10.0.17763.5000,10.0.17763.5000,Fortinet,FortiOS,7.4.6,7.4.6,10.1.3.96,MÉDIA,Produção,Ativo,BD Analítico (DW),On-Premise,Time de DBAs,2019-07-19,2025-08-11
ASSET-0227,SRVDB-LNX-019,Servidor,Servidor de Banco de Dados,HPE,ProLiant DL360 Gen10,Red Hat,Red Hat Enterprise Linux 9,9.0,9.0,Fortinet,FortiWeb,7.4.0,7.4.0,10.1.3.126,ALTA,Produção,Em manutenção,BD do ERP,Cloud - Azure,Time de DBAs,2024-12-12,2024-02-24
ASSET-0228,SRVDB-LNX-020,Servidor,Servidor de Banco de Dados,Lenovo,ThinkSystem SR650,Linux,Linux,5.15.170,5.15.170,Oracle Corporation,MySQL Server,8.0.20,8.0.20,10.1.3.105,MÉDIA,Produção,Em manutenção,BD do ERP,Cloud - AWS,Infraestrutura N3,2023-06-25,2024-06-20
ASSET-0229,SRVDB-LNX-021,Servidor,Servidor de Banco de Dados,Dell,PowerEdge R750,Microsoft,Windows Server 2022,10.0.20348.4300,10.0.20348.4300,IBM,Db2,11.5.0,11.5.0,10.1.3.58,MÉDIA,Produção,Ativo,BD Analítico (DW),On-Premise,Infraestrutura N3,2023-07-22,2025-07-16
ASSET-0230,SRVDB-LNX-022,Servidor,Servidor de Banco de Dados,Supermicro,SuperServer 1029P,Red Hat,Red Hat Enterprise Linux 7,7.0,7.0,Oracle Corporation,Oracle Java SE,11.0.25,11.0.25,10.1.3.139,BAIXA,Produção,Ativo,BD Analítico (DW),Cloud - Azure,Infraestrutura N3,2024-02-16,2024-08-11
ASSET-0231,SRVDB-LNX-023,Servidor,Servidor de Banco de Dados,HPE,ProLiant DL360 Gen10,Red Hat,Red Hat Enterprise Linux 9,9.4,9.4,Oracle Corporation,Oracle Java SE,11.0.25,11.0.25,10.1.3.90,BAIXA,Produção,Em manutenção,BD Financeiro,Cloud - AWS,Infraestrutura N3,2019-04-26,2024-08-30
ASSET-0232,SRVDB-LNX-024,Servidor,Servidor de Banco de Dados,Supermicro,SuperServer 2029P,Microsoft,Windows Server 2025,10.0.26100.0,10.0.26100.0,Cisco,Cisco IOS XE Software,17.13.1,17.13.1,10.1.3.201,ALTA,Produção,Ativo,BD Operacional,On-Premise,Time de DBAs,2021-12-07,2025-06-29
ASSET-0233,SRVDB-LNX-025,Servidor,Servidor de Banco de Dados,Supermicro,SuperServer 1029P,Linux,Linux,6.1.100,6.1.100,IBM,Db2,11.5.10,11.5.10,10.1.3.75,MÉDIA,Desenvolvimento,Ativo,BD Analítico (DW),Cloud - GCP,Infraestrutura N3,2019-01-26,2024-05-18
ASSET-0234,SRVDB-LNX-026,Servidor,Servidor de Banco de Dados,Dell,PowerEdge R650,Red Hat,Red Hat Enterprise Linux 9,9.4,9.4,,,,,10.1.3.64,CRÍTICA,Produção,Ativo,BD do ERP,Cloud - GCP,Time de DBAs,2022-05-28,2025-05-16
ASSET-0235,SRVDB-LNX-027,Servidor,Servidor de Banco de Dados,IBM,FlexSystem x240 M5,Microsoft,Windows Server 2019,10.0.17763.5000,10.0.17763.5000,IBM,Db2,11.5.0,11.5.0,10.1.3.163,MÉDIA,Homologação,Ativo,BD Operacional,Cloud - AWS,Time de DBAs,2021-02-13,2025-12-12
ASSET-0236,SRVDB-LNX-028,Servidor,Servidor de Banco de Dados,Lenovo,ThinkSystem SR630,Linux,Linux,5.15.170,5.15.170,Fortinet,FortiWeb,7.4.7,7.4.7,10.1.3.188,BAIXA,Homologação,Ativo,BD Financeiro,Cloud - GCP,Time de DBAs,2018-09-17,2025-07-01
ASSET-0237,SRVDB-LNX-029,Servidor,Servidor de Banco de Dados,Lenovo,ThinkSystem SR650,Red Hat,Red Hat Enterprise Linux 9,9.0,9.0,Oracle Corporation,Oracle Java SE,17.0.15,17.0.15,10.1.3.213,ALTA,Produção,Ativo,BD Operacional,On-Premise,Infraestrutura N3,2023-06-11,2024-12-17
ASSET-0238,SRVDB-LNX-030,Servidor,Servidor de Banco de Dados,Dell,PowerEdge R540,Microsoft,Windows Server 2022,10.0.20348.2700,10.0.20348.2700,Oracle Corporation,MySQL Server,8.0.41,8.0.41,10.1.3.238,BAIXA,Produção,Ativo,BD Operacional,On-Premise,Time de DBAs,2022-10-19,2024-07-26
ASSET-0239,SRVMON-LNX-001,Servidor,Servidor de Monitoramento,IBM,Power S1022,Microsoft,Windows Server 2019,10.0.17763.5000,10.0.17763.5000,,,,,10.1.4.65,CRÍTICA,Homologação,Ativo,SIEM / Logs de Segurança,On-Premise,Infraestrutura N3,2018-08-01,2025-02-09
